ICAO_ID ,Name,Size,Latitude,Longitude,municipality,local_region,ID_ST,City,State
KNBC,Beaufort MCAS - Merritt Field,medium_airport,32.4774017334,-80.723197937,Beaufort,SC,9579,Beaufort,SC
KARW,Beaufort Executive Airport,small_airport,32.412201,-80.634399,Beaufort,SC,9579,Beaufort,SC
2GE5,Chukkar Farm Ultralightport,small_airport,34.19779968261719,-84.31939697265625,Alpharetta,GA,2456,Alpharetta,GA
KFVX,Farmville Regional Airport,small_airport,37.35749817,-78.43779755,Farmville,VA,4451,Farmville,VA
KCTZ,Sampson County Airport,small_airport,34.9756011963,-78.3646011353,Clinton,NC,6424,Clinton,NC
KASD,Slidell Airport,small_airport,30.3451004,-89.82080078,Slidell,LA,4275,Slidell,LA
8GE8,Northside Hospital-Cherokee Heliport,heliport,34.246700286865234,-84.49919891357422,Canton,GA,3589,Canton,GA
K47A,Cherokee County Regional Airport,small_airport,34.3106,-84.423897,Canton,GA,3589,Canton,GA
K19A,Jackson County Airport,small_airport,34.174,-83.560699,Jefferson,GA,3600,Jefferson,GA
KNHZ,Brunswick Executive Airport,medium_airport,43.89220047,-69.93859863,Brunswick,ME,5974,Brunswick,ME
KMOP,Mount Pleasant Municipal Airport,small_airport,43.621700286865234,-84.73750305175781,Mount Pleasant,MI,5782,Mount Pleasant,MI
NH92,Littleton Hospital Heliport,heliport,44.31740189,-71.82649994,Littleton,NH,8503,Littleton,NH
2G8,Gorham Airport,small_airport,44.39310073852539,-71.19670104980469,Gorham,NH,15485,Gorham,NH
KWDR,Barrow County Airport,small_airport,33.98289871,-83.66739655,Winder,GA,3837,Winder,GA
KISO,Kinston Regional Jetport At Stallings Field,medium_airport,35.331401825,-77.60880279540001,Kinston,NC,3648,Kinston,NC
KDFI,Defiance Memorial Airport,small_airport,41.3375015259,-84.4288024902,Defiance,OH,4536,Defiance,OH
K27A,Elbert County Airport Patz Field,small_airport,34.095423,-82.817581,Elberton,GA,3652,Elberton,GA
KHWY,Warrenton Fauquier Airport,small_airport,38.5863,-77.710602,Midland,VA,3654,Midland,VA
KC09,Morris Municipal Airport James R. Washburn field,small_airport,41.4254,-88.418701,Morris,IL,5295,Morris,IL
NH87,Blue Light Heliport,heliport,43.7338981628418,-71.6791000366211,Plymouth,NH,5955,Plymouth,NH
2NH4,Spear Memorial Hospital Heliport,heliport,43.75749969482422,-71.69560241699219,Plymouth,NH,5955,Plymouth,NH
1P1,Plymouth Municipal Airport,small_airport,43.77920150756836,-71.75370025634766,Plymouth,NH,5955,Plymouth,NH
KCRE,Grand Strand Airport,medium_airport,33.8116989136,-78.72389984130001,North Myrtle Beach,SC,6364,North Myrtle Beach,SC
KWRB,Robins Air Force Base,medium_airport,32.640099,-83.591904,Warner Robins,GA,4186,Warner Robins,GA
KGED,Delaware Coastal Airport,small_airport,38.689201,-75.358902,Georgetown,DE,3916,Georgetown,DE
US-4839,A-Copy Heliport,closed,42.20121,-71.15532,Westwood,MA,5596,Westwood,MA
US-1056,Standish Industrial Airport,closed,43.979745,-83.974159,Standish,MI,3691,Standish,MI
US-2128,Dudley Airport,closed,43.98613,-83.91645,Standish,MI,3691,Standish,MI
K4B7,Schroon Lake Airport,small_airport,43.857886,-73.740577,Schroon Lake,NY,3742,Schroon Lake,NY
KBOW,Bartow Executive Airport,small_airport,27.943399,-81.783401,Bartow,FL,3878,Bartow,FL
8FL5,Dancing Oaks Heliport,closed,27.9484,-81.863503,Bartow,FL,3878,Bartow,FL
KVYS,Illinois Valley Regional Airport-Walter A Duncan Field,small_airport,41.351898,-89.153099,Peru,IL,9433,Peru,IL
KHWV,Brookhaven Airport,small_airport,40.8218994141,-72.86940002440001,Shirley,NY,3706,Shirley,NY
KPQL,Trent Lott International Airport,small_airport,30.462799072266,-88.529197692871,Pascagoula,MS,15888,Pascagoula,MS
US-1254,BLSG Brandon Heliport,heliport,43.802033,-73.113019,Brandon,VT,3716,Brandon,VT
KOQU,Quonset State Airport,medium_airport,41.597099304199,-71.412101745605,North Kingstown,RI,3725,North Kingstown,RI
KMRB,Eastern WV Regional Airport/Shepherd Field,medium_airport,39.40190125,-77.98459625,Martinsburg,WV,3734,Martinsburg,WV
KEOE,Newberry County Airport,small_airport,34.30929947,-81.63970184,Newberry,SC,5139,Newberry,SC
KPBG,Plattsburgh International Airport,medium_airport,44.6509017944336,-73.46810150146484,Plattsburgh,NY,6300,Plattsburgh,NY
KEEN,Dillant Hopkins Airport,medium_airport,42.898399,-72.270798,Keene,NH,5793,Keene,NH
KLBT,Lumberton Regional Airport,medium_airport,34.6099014282,-79.05940246579999,Lumberton,NC,3768,Lumberton,NC
KWWD,Cape May County Airport,medium_airport,39.0084991455,-74.9083023071,Wildwood,NJ,15457,Wildwood,NJ
20MA,WCVB-TV Heliport,heliport,42.304154,-71.227058,Needham,MA,6103,Needham,MA
KMSS,Massena International Airport Richards Field,medium_airport,44.936157,-74.844304,Massena,NY,6558,Massena,NY
10VG,WAVY TV Heliport,heliport,36.829702,-76.298344,Portsmouth,VA,2296,Portsmouth,VA
KZ24,Naval Medical Center Helipad,heliport,36.8483333333,-76.31388888890001,Portsmouth,VA,2296,Portsmouth,VA
KBQK,Brunswick Golden Isles Airport,medium_airport,31.2588005065918,-81.46649932861328,Brunswick,GA,4103,Brunswick,GA
30GA,Elliott Field,small_airport,34.459,-84.181297,Dawsonville,GA,3810,Dawsonville,GA
KTVI,Thomasville Regional Airport,small_airport,30.901599884033,-83.881301879883,Thomasville,GA,4093,Thomasville,GA
9VA4,Franwood Farms Inc. Airport,small_airport,38.69089889526367,-78.62950134277344,New Market,VA,8514,New Market,VA
K8W2,New Market Airport,small_airport,38.655683,-78.708995,New Market,VA,8514,New Market,VA
VA86,Buddy Davis Field,closed,38.689301,-78.706398,New Market,VA,8514,New Market,VA
KMMT,Mc Entire Joint National Guard Base,medium_airport,33.92079926,-80.80130005,Eastover,SC,3840,Eastover,SC
KRZR,Cleveland Regional Jetport,small_airport,35.2114972,-84.7997694,Cleveland,TN,3871,Cleveland,TN
31FA,S & S Avion Ranch Airport,small_airport,28.959199905395508,-82.13420104980469,Oxford,FL,3883,Oxford,FL
KTDF,Raleigh Regional Airport at Person County,small_airport,36.284901,-78.9842,Timberlake,NC,7990,Timberlake,NC
FL04,Pate Lake Seaplane Base,seaplane_base,30.692100524902344,-85.75689697265625,Caryville,FL,3902,Caryville,FL
KHNB,Huntingburg Airport,small_airport,38.2490005493,-86.95369720459999,Huntingburg,IN,12380,Huntingburg,IN
KMKL,McKellar-Sipes Regional Airport,medium_airport,35.599899,-88.915604,Jackson,TN,3971,Jackson,TN
KEHR,Henderson City County Airport,small_airport,37.80780029,-87.68569946,Henderson,KY,5520,Henderson,KY
KHUF,"Terre Haute Regional Airport, Hulman Field",medium_airport,39.4515,-87.307602,Terre Haute,IN,5362,Terre Haute,IN
KOWB,Owensboro Daviess County Airport,medium_airport,37.74010086,-87.16680145,Owensboro,KY,5265,Owensboro,KY
KEKM,Elkhart Municipal Airport,small_airport,41.7193984985,-86.00319671630001,Elkhart,IN,3927,Elkhart,IN
KUOX,University Oxford Airport,medium_airport,34.384300231934,-89.536796569824,Oxford,MS,8810,Oxford,MS
KAIG,Langlade County Airport,small_airport,45.15420150756836,-89.11070251464844,Antigo,WI,4446,Antigo,WI
12PA,Helicopter Applicators Inc Heliport,heliport,39.8495,-77.184167,Gettysburg,PA,3949,Gettysburg,PA
US-6460,Hickory Hill Farms Airport,small_airport,39.77459,-77.20415,Gettysburg,PA,3949,Gettysburg,PA
PA11,The Gettysburg Hospital Heliport,heliport,39.82469940185547,-77.23560333251953,Gettysburg,PA,3949,Gettysburg,PA
PS25,Captain's Folly Airport,closed,39.843399,-77.164703,Gettysburg,PA,3949,Gettysburg,PA
US-6462,Shimerfield Airport,closed,39.896522,-77.195399,Gettysburg,PA,3949,Gettysburg,PA
PA14,Battlefield Heliport,heliport,39.7848014831543,-77.25669860839844,Gettysburg,PA,3949,Gettysburg,PA
US-6459,Rena-Vera Airport,closed,39.78104,-77.23248,Gettysburg,PA,3949,Gettysburg,PA
8PN9,Marsh Creek Airport,small_airport,39.821998596191406,-77.29190063476562,Gettysburg,PA,3949,Gettysburg,PA
US-6465,Gettysburg Airport (1942),closed,39.85657,-77.26383,Gettysburg,PA,3949,Gettysburg,PA
KW05,Gettysburg Regional Airport,small_airport,39.841222,-77.274699,Gettysburg,PA,3949,Gettysburg,PA
US-6451,Browns Ranch Airport,closed,39.81482,-77.25403,Gettysburg,PA,3949,Gettysburg,PA
US-6464,Gettysburg Airport / Forney Field,closed,39.8438,-77.24687,Gettysburg,PA,3949,Gettysburg,PA
9PS8,Manor Landing Airport,small_airport,39.81268,-77.30273,Gettysburg,PA,3949,Gettysburg,PA
US-0068,Browns Heliport,closed,39.816799,-77.266403,Gettysburg,PA,3949,Gettysburg,PA
P98,Southern Adams County Heliport,heliport,39.7612,-77.275297,Gettysburg,PA,3949,Gettysburg,PA
34PA,Waltz Airport,small_airport,39.76070022583008,-77.19300079345703,Gettysburg,PA,3949,Gettysburg,PA
PS90,Ramada Inn-Gettysburg Heliport,heliport,39.76679992675781,-77.27050018310547,Gettysburg,PA,3949,Gettysburg,PA
KMGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,medium_airport,39.643305,-79.917598,Morgantown,WV,4230,Morgantown,WV
2TN7,Wolf Creek Airport,small_airport,35.80440139770508,-84.41580200195312,Kingston,TN,3957,Kingston,TN
12TN,Riley Creek Airport,small_airport,35.823699951171875,-84.53880310058594,Kingston,TN,3957,Kingston,TN
KSLO,Salem–Leckrone Airport,small_airport,38.642899,-88.964203,Salem,IL,13547,Salem,IL
KENL,Centralia Municipal Airport,small_airport,38.5150985718,-89.0911026001,Centralia,IL,16264,Centralia,IL
KUTA,Tunica Municipal Airport,small_airport,34.680999755859,-90.346702575684,Tunica,MS,8426,Tunica,MS
KTUP,Tupelo Regional Airport,medium_airport,34.26810073852539,-88.7698974609375,Tupelo,MS,3978,Tupelo,MS
KMEI,Key Field / Meridian Regional Airport,medium_airport,32.3326,-88.7519,Meridian,MS,3984,Meridian,MS
KNMM,Meridian Naval Air Station,medium_airport,32.55210114,-88.55560303,Meridian,MS,3984,Meridian,MS
KWRI,Mc Guire Air Force Base,medium_airport,40.0155983,-74.59169769,Wrightstown,NJ,11230,Wrightstown,NJ
KEGV,Eagle River Union Airport,small_airport,45.9323005676,-89.26830291750001,Eagle River,WI,5271,Eagle River,WI
KELZ,Wellsville Municipal Airport - Tarantine Field,small_airport,42.109501,-77.989998,Wellsville,NY,8055,Wellsville,NY
VG33,Bull Farm Airport,small_airport,37.154598236083984,-75.95690155029297,Cape Charles,VA,3465,Cape Charles,VA
KMUL,Spence Airport,small_airport,31.141569,-83.703718,Moultrie,GA,5324,Moultrie,GA
KMGR,Moultrie Municipal Airport,small_airport,31.0848999023,-83.8032989502,Moultrie,GA,5324,Moultrie,GA
KOKZ,Kaolin Field,small_airport,32.96670150756836,-82.83820343017578,Sandersville,GA,4531,Sandersville,GA
KJES,Jesup Wayne County Airport,small_airport,31.55400085,-81.88249969,Jesup,GA,5598,Jesup,GA
KY50,Wautoma Municipal Airport,small_airport,44.04159927368164,-89.30449676513672,Wautoma,WI,6359,Wautoma,WI
KRQB,Roben Hood Airport,small_airport,43.7225990295,-85.50409698490002,Big Rapids,MI,4690,Big Rapids,MI
KPCZ,Waupaca Municipal Airport,small_airport,44.33330154,-89.01979828,Waupaca,WI,4101,Waupaca,WI
KRRL,Merrill Municipal Airport,small_airport,45.1988983154,-89.7128982544,Merrill,WI,8313,Merrill,WI
N42,Shippensburg Airport,small_airport,40.05839920043945,-77.46219635009766,Shippensburg,PA,4104,Shippensburg,PA
6PA5,Botsford Aerodrome,small_airport,40.113399505615234,-77.4542007446289,Shippensburg,PA,4104,Shippensburg,PA
KRMG,Richard B Russell Airport,medium_airport,34.3506011963,-85.15799713130001,Rome,GA,4106,Rome,GA
KTAN,Taunton Municipal King Field,small_airport,41.8744010925293,-71.0166015625,Taunton,MA,4475,Taunton,MA
KVPZ,Porter County Municipal Airport,medium_airport,41.45399857,-87.00710297,Valparaiso,IN,6260,Valparaiso,IN
KEYF,Curtis L Brown Jr Field,small_airport,34.60179901,-78.57929993,Elizabethtown,NC,10713,Elizabethtown,NC
K1A5,Macon County Airport,small_airport,35.222599029541016,-83.41899871826172,Franklin,NC,9803,Franklin,NC
1MD4,Prince George's Hospital Center Heliport,heliport,38.930301666259766,-76.9207992553711,Cheverly,MD,12750,Cheverly,MD
12NK,Westport Airport,small_airport,44.15840148925781,-73.43289947509766,Westport,NY,4188,Westport,NY
KCWN,White Mountain Airport,closed,44.02000045776367,-71.11000061035156,North Conway,NH,16534,North Conway,NH
1LA1,Triche Field,small_airport,29.98349952697754,-90.43479919433594,Hahnville,LA,16325,Hahnville,LA
KY70,Ionia County Airport,small_airport,42.9379997253418,-85.06050109863281,Ionia,MI,5169,Ionia,MI
KJFZ,Tazewell County Airport,small_airport,37.063702,-81.798302,Richlands,VA,9993,Richlands,VA
KMTW,Manitowoc County Airport,small_airport,44.127116,-87.681983,Manitowoc,WI,4234,Manitowoc,WI
KFLD,Fond du Lac County Airport,small_airport,43.7711982727,-88.48840332030001,Fond du Lac,WI,5122,Fond du Lac,WI
KEET,Shelby County Airport,medium_airport,33.17699814,-86.78279877,Alabaster,AL,11119,Alabaster,AL
MA27,Goddard Hosp Heliport,heliport,42.1003990173,-71.0820007324,Brockton,MA,4248,Brockton,MA
0MA5,Brockton Usar Center Heliport,heliport,42.05590057373047,-71.05590057373047,Brockton,MA,4248,Brockton,MA
MA59,Veracka Heliport,closed,42.045104,-71.009202,Brockton,MA,4248,Brockton,MA
KSAR,Sparta Community Hunter Field,small_airport,38.1488990784,-89.6986999512,Sparta,IL,16283,Sparta,IL
KMAI,Marianna Municipal Airport,small_airport,30.837799072265625,-85.18190002441406,Marianna,FL,4255,Marianna,FL
TN19,Roane Medical Center Heliport,heliport,35.96289825439453,-84.55079650878906,Harriman,TN,4260,Harriman,TN
US-4858,Natural Selection Airport,small_airport,35.916936,-84.447094,Harriman,TN,4260,Harriman,TN
KSRB,Upper Cumberland Regional Airport,small_airport,36.05590057373047,-85.53070068359375,Sparta,TN,9439,Sparta,TN
KBTV,Burlington International Airport,medium_airport,44.471901,-73.153297,South Burlington,VT,4421,South Burlington,VT
K40J,Perry-Foley Airport,small_airport,30.0693,-83.580597,Perry,FL,10310,Perry,FL
KIPJ,Lincolnton Lincoln County Regional Airport,small_airport,35.483299,-81.161301,Lincolnton,NC,4288,Lincolnton,NC
KDYA,Demopolis Municipal Airport,small_airport,32.46379852294922,-87.9541015625,Demopolis,AL,12756,Demopolis,AL
KEKN,Elkins-Randolph County Regional Airport,medium_airport,38.889759,-79.857651,Elkins,WV,8342,Elkins,WV
K2G4,Garrett County Airport,small_airport,39.580299377441,-79.339401245117,Oakland,MD,9187,Oakland,MD
KESN,Easton Airport / Newnam Field,small_airport,38.804199,-76.069,Easton,MD,5565,Easton,MD
MD29,Memorial Hospital Heliport,heliport,38.77220153808594,-76.0718994140625,Easton,MD,5565,Easton,MD
KDDH,William H. Morse State Airport,small_airport,42.8913002,-73.24639893,Bennington,VT,8229,Bennington,VT
KIWI,Wiscasset Airport,small_airport,43.9613990784,-69.712600708,Wiscasset,ME,9029,Wiscasset,ME
KIIY,Washington Wilkes County Airport,small_airport,33.77939987,-82.81580353,Washington,GA,4362,Washington,GA
KGUS,Grissom Air Reserve Base,medium_airport,40.648102,-86.1521,Peru,IN,4977,Peru,IN
KW99,Grant County Airport,small_airport,38.9948997498,-79.1458969116,Petersburg,WV,14063,Petersburg,WV
KITH,Ithaca Tompkins Regional Airport,medium_airport,42.49100112915039,-76.4583969116211,Ithaca,NY,4954,Ithaca,NY
KSLK,Adirondack Regional Airport,medium_airport,44.38691,-74.204629,Saranac Lake,NY,8287,Saranac Lake,NY
63II,Woods Field,small_airport,39.50510025024414,-86.0302963256836,Franklin,IN,4450,Franklin,IN
20IN,Canary's Airport,small_airport,39.51390075683594,-86.05139923095703,Franklin,IN,4450,Franklin,IN
3FK,Franklin Flying Field,small_airport,39.42639923095703,-86.05829620361328,Franklin,IN,4450,Franklin,IN
KGSB,Seymour Johnson Air Force Base,medium_airport,35.339401,-77.960602,Goldsboro,NC,4452,Goldsboro,NC
KGWW,Goldsboro-Wayne Municipal Airport,small_airport,35.4606018066,-77.96489715579999,Goldsboro,NC,4452,Goldsboro,NC
KHRJ,Harnett Regional Jetport Airport,small_airport,35.379398,-78.733002,Erwin,NC,11525,Erwin,NC
KPNT,Pontiac Municipal Airport,small_airport,40.924255,-88.62447,Pontiac,IL,5775,Pontiac,IL
KSIF,Rockingham County NC Shiloh Airport,small_airport,36.437199,-79.850998,Stoneville,NC,5703,Stoneville,NC
KHIE,Mount Washington Regional Airport,small_airport,44.36752,-71.545765,Whitefield,NH,5506,Whitefield,NH
KESC,Delta County Airport,small_airport,45.7226982117,-87.0936965942,Escanaba,MI,15892,Escanaba,MI
KI39,Central Kentucky Regional Airport,medium_airport,37.630798,-84.332298,Richmond,KY,4486,Richmond,KY
KAIK,Aiken Regional Airport,small_airport,33.649399,-81.684998,Aiken,SC,9471,Aiken,SC
83FL,Nassau Airport,small_airport,30.618799209594727,-81.53369903564453,Yulee,FL,4608,Yulee,FL
KUUU,Newport State Airport,small_airport,41.532398,-71.281502,Newport,RI,6258,Newport,RI
DC13,Walter Reed Forest Glen Heliport,closed,39.006529,-77.056603,Washington,MD,4634,Washington,MD
KHXD,Hilton Head Airport,small_airport,32.2243995667,-80.6975021362,Hilton Head Island,SC,10500,Hilton Head Island,SC
KMMI,McMinn County Airport,small_airport,35.39730072,-84.56259918,Athens,TN,4681,Athens,TN
KSBO,Emanuel County Airport,small_airport,32.609100341796875,-82.36990356445312,Swainsboro,GA,6033,Swainsboro,GA
KMVN,Mount Vernon Outland Airport,small_airport,38.322774,-88.859257,Mount Vernon,IL,5586,Mount Vernon,IL
KADG,Lenawee County Airport,small_airport,41.866205,-84.077983,Adrian,MI,4716,Adrian,MI
KMWA,Veterans Airport of Southern Illinois,small_airport,37.751208,-89.016568,Marion,IL,8254,Marion,IL
KEFT,Monroe Municipal Airport,small_airport,42.61489868164063,-89.59040069580078,Monroe,WI,9318,Monroe,WI
KTBR,Statesboro Bulloch County Airport,small_airport,32.4827003479,-81.73690032959999,Statesboro,GA,8225,Statesboro,GA
KUCY,Everett-Stewart Regional Airport,small_airport,36.38180161,-88.98539734,Union City,TN,16704,Union City,TN
KVPS,Destin-Fort Walton Beach Airport,medium_airport,30.4832,-86.525398,Valparaiso,FL,11308,Valparaiso,FL
KHRT,Hurlburt Field,medium_airport,30.42779922485352,-86.68930053710938,Mary Esther,FL,4781,Mary Esther,FL
KAZE,Hazlehurst Airport,small_airport,31.884700775146484,-82.64739990234375,Hazlehurst,GA,5293,Hazlehurst,GA
KAFN,Jaffrey Airport Silver Ranch Airport,small_airport,42.805099487300005,-72.0029983521,Jaffrey,NH,6062,Jaffrey,NH
80FL,Northwest Florida Community Hospital Heliport,heliport,30.765957,-85.543769,Chipley,FL,4854,Chipley,FL
FD94,Hartzog Field,small_airport,30.718900680541992,-85.60669708251953,Chipley,FL,4854,Chipley,FL
US-4247,Sids Strip,small_airport,30.81423,-85.57195,Chipley,FL,4854,Chipley,FL
FL14,Vosika's Airport,closed,30.7799,-85.598,Chipley,FL,4854,Chipley,FL
KFFX,Fremont Municipal Airport,small_airport,43.43930054,-85.99490356,Fremont,MI,14995,Fremont,MI
KC75,Marshall County Airport,small_airport,41.0192985534668,-89.38639831542969,Lacon,IL,7944,Lacon,IL
KGHG,Marshfield Municipal George Harlow Field,small_airport,42.09830093383789,-70.67220306396484,Marshfield,MA,9022,Marshfield,MA
KEZM,Heart of Georgia Regional Airport,small_airport,32.21419906616211,-83.12799835205078,Eastman,GA,5983,Eastman,GA
KLOZ,London-Corbin Airport/Magee Field,medium_airport,37.0821990967,-84.08489990230001,London,KY,5348,London,KY
K4I3,Knox County Airport,small_airport,40.32870102,-82.52380371,Mount Vernon,OH,6399,Mount Vernon,OH
KORE,Orange Municipal Airport,small_airport,42.570098877,-72.2885971069,Orange,MA,15371,Orange,MA
KISW,Alexander Field South Wood County Airport,small_airport,44.3602981567,-89.83899688720001,Wisconsin Rapids,WI,4959,Wisconsin Rapids,WI
K1A6,Middlesboro-Bell County Airport,small_airport,36.6105995178,-83.73739624019998,Middlesboro,KY,16522,Middlesboro,KY
KLKR,Lancaster County-Mc Whirter Field,small_airport,34.72290039,-80.854599,Lancaster,SC,4967,Lancaster,SC
T73,Kirk Air Base,small_airport,34.67430114746094,-80.68229675292969,Lancaster,SC,4967,Lancaster,SC
KOXI,Starke County Airport,small_airport,41.330098,-86.662302,Knox,IN,6486,Knox,IN
KRHP,Western Carolina Regional Airport,small_airport,35.195202,-83.862999,Andrews,NC,5000,Andrews,NC
KCRX,Roscoe Turner Airport,small_airport,34.9150009155,-88.6035003662,Corinth,MS,15950,Corinth,MS
US-7080,Fort Valley Airport,small_airport,38.90413,-78.35633,Fort Valley,VA,5338,Fort Valley,VA
KFOK,Francis S Gabreski Airport,small_airport,40.8437004089,-72.6317977905,Westhampton Beach,NY,5772,Westhampton Beach,NY
KLUX,Laurens County Airport,small_airport,34.50709915161133,-81.94719696044922,Laurens,SC,7999,Laurens,SC
KPIA,General Wayne A. Downing Peoria International Airport,medium_airport,40.6642,-89.693298,Peoria,IL,8809,Peoria,IL
KAYS,Waycross Ware County Airport,small_airport,31.2490997314,-82.39550018310001,Waycross,GA,5054,Waycross,GA
68FD,Maran Airport,small_airport,30.522199630737305,-85.37670135498047,Fountain,FL,5061,Fountain,FL
KART,Watertown International Airport,medium_airport,43.99190139770508,-76.02169799804688,Watertown,NY,5907,Watertown,NY
K5M9,Marion-Crittenden County James C Johnson Regional Airport,small_airport,37.336265,-88.109751,Marion,KY,12019,Marion,KY
KJZP,Pickens County Airport,small_airport,34.453399658203125,-84.4573974609375,Jasper,GA,5083,Jasper,GA
0GA5,Big Canoe Heliport,heliport,34.45479965209961,-84.28910064697266,Jasper,GA,5083,Jasper,GA
KDPL,Duplin County Airport,small_airport,35.00009918,-77.98169708,Kenansville,NC,16856,Kenansville,NC
KC35,Reedsburg Municipal Airport,small_airport,43.5259017944336,-89.98320007324219,Reedsburg,WI,5130,Reedsburg,WI
KHKY,Hickory Regional Airport,medium_airport,35.74110031,-81.38950348,Hickory,NC,7964,Hickory,NC
KWAL,Wallops Flight Facility Airport,small_airport,37.940813,-75.462255,Wallops Island,VA,14129,Wallops Island,VA
KEWN,Coastal Carolina Regional Airport,medium_airport,35.0730018616,-77.04290008539999,New Bern,NC,5157,New Bern,NC
CD27,Page Memorial Hospital Heliport,heliport,38.66249847412109,-78.4677963256836,Luray,VA,5159,Luray,VA
KW45,Luray Caverns Airport,small_airport,38.667099,-78.500603,Luray,VA,5159,Luray,VA
KIZG,Eastern Slopes Regional Airport,small_airport,43.9911003113,-70.9478988647,Fryeburg,ME,8501,Fryeburg,ME
KLQK,Pickens County Airport,small_airport,34.8100013733,-82.70290374759999,Pickens,SC,5187,Pickens,SC
KVUJ,Stanly County Airport,small_airport,35.416698455811,-80.150802612305,Albemarle,NC,5430,Albemarle,NC
KCLI,Clintonville Municipal Airport,small_airport,44.6138000488,-88.731300354,Clintonville,WI,5259,Clintonville,WI
KBIJ,Early County Airport,small_airport,31.397499084472656,-84.8947982788086,Blakely,GA,8239,Blakely,GA
KTKV,Tomahawk Regional Airport,small_airport,45.469101,-89.805702,Tomahawk,WI,5275,Tomahawk,WI
US-4301,Camp Ocala Heliport,heliport,29.105389,-81.629949,Altoona,FL,5332,Altoona,FL
US-4300,Camp Ocala Airport,closed,29.10476,-81.62976,Altoona,FL,5332,Altoona,FL
KBHB,Hancock County-Bar Harbor Airport,medium_airport,44.45000076,-68.3615036,Bar Harbor,ME,16278,Bar Harbor,ME
KPRN,Mac Crenshaw Memorial Airport,small_airport,31.84569931,-86.61070251,Greenville,AL,5367,Greenville,AL
KHBI,Asheboro Regional Airport,small_airport,35.65449905,-79.8946991,Asheboro,NC,5385,Asheboro,NC
KGAD,Northeast Alabama Regional Airport,small_airport,33.972599,-86.088996,Gadsden,AL,6233,Gadsden,AL
66VT,Symon Airport,small_airport,43.882785,-73.2862,Shoreham,VT,5443,Shoreham,VT
37VT,Brisson Airport,small_airport,43.86859893798828,-73.31809997558594,Shoreham,VT,5443,Shoreham,VT
KOEB,Branch County Memorial Airport,small_airport,41.9333992,-85.05259705,Coldwater,MI,7264,Coldwater,MI
KHVS,Hartsville Regional Airport,small_airport,34.4030990601,-80.11920166019999,Hartsville,SC,10093,Hartsville,SC
K4B6,Ticonderoga Municipal Airport,small_airport,43.87730026,-73.4131012,Ticonderoga,NY,5473,Ticonderoga,NY
69NY,UVMHN-Elizabethtown Community Hospital Heliport,heliport,43.849329,-73.436408,Ticonderoga,NY,5473,Ticonderoga,NY
KOCQ,J. Douglas Bake Memorial Airport,small_airport,44.87419891,-87.9095993,Oconto,WI,8988,Oconto,WI
KFMH,Cape Cod Coast Guard Air Station,small_airport,41.657899,-70.52163,Falmouth,MA,15173,Falmouth,MA
K6A1,Butler Municipal Airport,small_airport,32.569492,-84.245194,Butler,GA,6537,Butler,GA
KHOE,Homerville Airport,small_airport,31.05590057373047,-82.77410125732422,Homerville,GA,6555,Homerville,GA
KCPC,Columbus County Municipal Airport,small_airport,34.27289963,-78.71499634,Whiteville,NC,10376,Whiteville,NC
KGEV,Ashe County Airport,small_airport,36.432418,-81.418519,Jefferson,NC,12814,Jefferson,NC
77MD,National Harbor Heliport,heliport,38.793703,-77.012143,Oxon Hill,MD,2490,Oxon Hill,MD
KANB,Anniston Regional Airport,medium_airport,33.5882,-85.8581,Anniston,AL,10952,Anniston,AL
KTIP,Rantoul National Aviation Center - Frank Elliot field,small_airport,40.293598,-88.142403,Rantoul,IL,8039,Rantoul,IL
KK22,Big Sandy Regional Airport,small_airport,37.750999450684,-82.636703491211,Prestonsburg,KY,5662,Prestonsburg,KY
KLDM,Mason County Airport,small_airport,43.96250153,-86.40789795,Ludington,MI,6528,Ludington,MI
KMTP,Montauk Airport,small_airport,41.0765,-71.920797,Montauk,NY,5657,Montauk,NY
KMSL,Northwest Alabama Regional Airport,medium_airport,34.74530029,-87.61019897,Muscle Shoals,AL,11738,Muscle Shoals,AL
KALX,Thomas C Russell Field,small_airport,32.914699554399995,-85.9629974365,Alexander City,AL,8722,Alexander City,AL
KHTO,Town of East Hampton Airport,small_airport,40.959954,-72.25105,East Hampton,NY,5710,East Hampton,NY
KOAJ,Albert J Ellis Airport,medium_airport,34.829201,-77.612099,Richlands,NC,5727,Richlands,NC
KNZW,South Weymouth Naval Air Station,closed,42.148602,-70.9394,South Weymouth,MA,15137,South Weymouth,MA
KUSE,Fulton County Airport,small_airport,41.61009979248047,-84.127197265625,Wauseon,OH,5731,Wauseon,OH
KHTL,Roscommon County - Blodgett Memorial Airport,small_airport,44.359798,-84.671095,Houghton Lake,MI,13105,Houghton Lake,MI
4MD5,Phh Heliport,heliport,39.49420166015625,-76.65670013427734,Hunt Valley,MD,5743,Hunt Valley,MD
KOLE,Cattaraugus County-Olean Airport,small_airport,42.24119949,-78.37139893,Olean,NY,12166,Olean,NY
KBGE,Decatur County Industrial Air Park,small_airport,30.9715004,-84.63739777,Bainbridge,GA,5812,Bainbridge,GA
KACJ,Jimmy Carter Regional Airport,small_airport,32.110802,-84.188904,Americus,GA,5818,Americus,GA
7MD2,Nat'l Emergency Training Ctr Heliport,heliport,39.6850013733,-77.3182983398,Emmitsburg,MD,5824,Emmitsburg,MD
