ICAO_ID ,Name,Size,Latitude,Longitude,municipality,local_region,ID_ST,City,State
KAXN,Chandler Field,medium_airport,45.866299,-95.394699,Alexandria,MN,1009,Alexandria,MN
KTOB,Dodge Center Airport,small_airport,44.01800155639648,-92.8314971923828,Dodge Center,MN,1010,Dodge Center,MN
KDLH,Duluth International Airport,medium_airport,46.842098,-92.193604,Duluth,MN,1003,Duluth,MN
KDYT,Sky Harbor Airport,small_airport,46.721900939941406,-92.04340362548828,Duluth,MN,1003,Duluth,MN
MN33,St Mary's Hospital Heliport,heliport,46.79380035400391,-92.0978012084961,Duluth,MN,1003,Duluth,MN
KMZH,Moose Lake Carlton County Airport,small_airport,46.41880035400391,-92.80470275878906,Moose Lake,MN,1011,Moose Lake,MN
KLJF,Litchfield Municipal Airport,small_airport,45.09709930419922,-94.5073013305664,Litchfield,MN,9811,Litchfield,MN
KLUM,Menomonie Municipal Score Field,small_airport,44.89229965209961,-91.8678970336914,Menomonie,WI,1181,Menomonie,WI
KADC,Wadena Municipal Airport,small_airport,46.45029830932617,-95.21099853515624,Wadena,MN,9941,Wadena,MN
KRNH,New Richmond Regional Airport,medium_airport,45.14830017,-92.5381012,New Richmond,WI,16902,New Richmond,WI
KEVM,Eveleth Virginia Municipal Airport,small_airport,47.42509842,-92.49849701,Eveleth,MN,1210,Eveleth,MN
KOTM,Ottumwa Regional Airport,medium_airport,41.106368,-92.449837,Ottumwa,IA,1020,Ottumwa,IA
KIOW,Iowa City Municipal Airport,small_airport,41.6391983032,-91.5465011597,Iowa City,IA,1177,Iowa City,IA
US-4370,Cannon Falls Medical Center Heliport,heliport,44.485722,-92.902225,Cannon Falls,MN,1027,Cannon Falls,MN
US-4700,Edberg Airport,small_airport,44.41701,-92.92713,Cannon Falls,MN,1027,Cannon Falls,MN
8MN1,Stewart Farms Airport,closed,44.531399,-92.805199,Cannon Falls,MN,1027,Cannon Falls,MN
KTQE,Tekamah Municipal Airport,small_airport,41.76350021362305,-96.17790222167967,Tekamah,NE,14525,Tekamah,NE
KEDC,Austin Executive Airport,small_airport,30.398049,-97.566909,Pflugerville,TX,1322,Pflugerville,TX
KSWO,Stillwater Regional Airport,medium_airport,36.161201477051,-97.08570098877,Stillwater,OK,1034,Stillwater,OK
KCNW,TSTC Waco Airport,small_airport,31.641129,-97.073335,Waco,TX,1035,Waco,TX
KPWG,McGregor Executive Airport,small_airport,31.48489952,-97.3164978,Waco,TX,1035,Waco,TX
KACT,Waco Regional Airport,medium_airport,31.611299514770508,-97.23049926757812,Waco,TX,1035,Waco,TX
KROS,Rush City Regional Airport,small_airport,45.69800186,-92.95300293,Rush City,MN,1038,Rush City,MN
KPVJ,Pauls Valley Municipal Airport,small_airport,34.71110153,-97.22319794,Pauls Valley,OK,16558,Pauls Valley,OK
KCMY,Sparta Fort Mc Coy Airport,small_airport,43.958302,-90.7379,Sparta,WI,1041,Sparta,WI
KOEO,L O Simenstad Municipal Airport,small_airport,45.310001373291,-92.691902160645,Osceola,WI,16329,Osceola,WI
KTNU,Newton Municipal Airport,small_airport,41.6744,-93.021698,Newton,IA,1063,Newton,IA
KSNL,Shawnee Regional Airport,small_airport,35.357898712158,-96.942802429199,Shawnee,OK,1231,Shawnee,OK
KLBX,Texas Gulf Coast Regional Airport,medium_airport,29.108601,-95.462097,Angleton,TX,1046,Angleton,TX
KCBF,Council Bluffs Municipal Airport,small_airport,41.2592010498,-95.760597229,Council Bluffs,IA,907,Council Bluffs,IA
K11R,Brenham Municipal Airport,small_airport,30.21899986,-96.3742981,Brenham,TX,12589,Brenham,TX
KHNR,Harlan Municipal Airport,small_airport,41.58440017700195,-95.339599609375,Harlan,IA,15702,Harlan,IA
KAIO,Atlantic Municipal Airport,small_airport,41.40729904,-95.04689789,Atlantic,IA,1052,Atlantic,IA
KI75,Osceola Municipal Airport,small_airport,41.05220031738281,-93.689697265625,Osceola,IA,1697,Osceola,IA
9LA7,Air Logistics Amelia Base Heliport,closed,29.668301,-91.096802,Morgan City,LA,1066,Morgan City,LA
5LA5,RTI/Data-Com Heliport,heliport,29.7005,-91.194298,Morgan City,LA,1066,Morgan City,LA
KRPD,Rice Lake Regional Airport - Carl's Field,small_airport,45.423024,-91.773127,Rice Lake,WI,1810,Rice Lake,WI
KILE,Skylark Field,small_airport,31.0858001709,-97.6865005493,Killeen,TX,8686,Killeen,TX
KGRK,Killeen-Fort Hood Regional Airport / Robert Gray Army Air Field,medium_airport,31.0672,-97.828903,Killeen,TX,8686,Killeen,TX
KFKA,Fillmore County Airport,small_airport,43.67679977,-92.17970276,Preston,MN,10057,Preston,MN
KSUX,Sioux Gateway Airport / Brigadier General Bud Day Field,medium_airport,42.397605,-96.382237,Sioux City,IA,1072,Sioux City,IA
KDDC,Dodge City Regional Airport,medium_airport,37.76340103149414,-99.9655990600586,Dodge City,KS,14816,Dodge City,KS
KCOQ,Cloquet Carlton County Airport,small_airport,46.70109939575195,-92.50360107421876,Cloquet,MN,8168,Cloquet,MN
KFET,Fremont Municipal Airport,small_airport,41.44910049,-96.52020264,Fremont,NE,1758,Fremont,NE
KCFE,Buffalo Municipal Airport,small_airport,45.15900039672852,-93.84329986572266,Buffalo,MN,8940,Buffalo,MN
KSZL,Whiteman Air Force Base,medium_airport,38.730301,-93.547897,Knob Noster,MO,12761,Knob Noster,MO
KHIB,Range Regional Airport,medium_airport,47.3866,-92.838997,Hibbing,MN,1523,Hibbing,MN
5MN3,Mesabi Regional Medical Center Heliport,heliport,47.4099006652832,-92.92880249023438,Hibbing,MN,1523,Hibbing,MN
MN52,Gospel Ranch Airport,small_airport,47.22909927,-93.09210205,Hibbing,MN,1523,Hibbing,MN
KLFK,Angelina County Airport,medium_airport,31.2339992523,-94.75,Lufkin,TX,1087,Lufkin,TX
24TS,Medical Center North Hills Heliport,heliport,32.826401,-97.212797,North Richland Hills,TX,1088,North Richland Hills,TX
TE65,Nrh Fire Department Heliport,heliport,32.85919952392578,-97.2300033569336,North Richland Hills,TX,1088,North Richland Hills,TX
K6R3,Cleveland Municipal Airport,small_airport,30.3564,-95.008003,Cleveland,TX,7916,Cleveland,TX
KAAO,Colonel James Jabara Airport,small_airport,37.74760056,-97.22109985,Wichita,KS,1091,Wichita,KS
KIAB,Mc Connell Air Force Base,medium_airport,37.62189865,-97.26820374,Wichita,KS,1091,Wichita,KS
KICT,Wichita Eisenhower National Airport,medium_airport,37.649899,-97.433098,Wichita,KS,1091,Wichita,KS
KBMT,Beaumont Municipal Airport,small_airport,30.070635,-94.215746,Beaumont,TX,1092,Beaumont,TX
KVCT,Victoria Regional Airport,medium_airport,28.85260009765625,-96.9185028076172,Victoria,TX,1896,Victoria,TX
KMLI,Quad City International Airport,medium_airport,41.448502,-90.5075,Moline,IL,8116,Moline,IL
K82V,Pine Bluffs Municipal Airport,small_airport,41.153301239,-104.129997253,Pine Bluffs,WY,1102,Pine Bluffs,WY
KLFT,Lafayette Regional Airport,medium_airport,30.205299,-91.987602,Lafayette,LA,1585,Lafayette,LA
88LA,Freebird Field,small_airport,30.1294,-92.135101,Lafayette,LA,1585,Lafayette,LA
KHZR,False River Regional Airport,small_airport,30.71829987,-91.47869873,New Roads,LA,12501,New Roads,LA
KOSA,Mount Pleasant Regional Airport,small_airport,33.09550095,-94.96150208,Mount Pleasant,TX,15624,Mount Pleasant,TX
KJLN,Joplin Regional Airport,medium_airport,37.151798,-94.498299,Joplin,MO,1834,Joplin,MO
KMKT,Mankato Regional Airport,small_airport,44.224781,-93.919128,Mankato,MN,1500,Mankato,MN
KOTG,Worthington Municipal Airport,small_airport,43.65510177612305,-95.5792007446289,Worthington,MN,1394,Worthington,MN
KGDB,Granite Falls Municipal Airport / Lenzen-Roe Memorial Field,small_airport,44.7533,-95.556,Granite Falls,MN,1115,Granite Falls,MN
KHAE,Hannibal Regional Airport,small_airport,39.72449875,-91.4437027,Hannibal,MO,13401,Hannibal,MO
KH21,Camdenton Memorial Airport,small_airport,37.974024,-92.691254,Camdenton,MO,1863,Camdenton,MO
KBCK,Black River Falls Area Airport,small_airport,44.250702,-90.855301,Black River Falls,WI,1323,Black River Falls,WI
KRST,Rochester International Airport,medium_airport,43.908298,-92.5,Rochester,MN,1166,Rochester,MN
86MN,Minn D O T Heliport,closed,44.072201,-92.505698,Rochester,MN,1166,Rochester,MN
MN56,Charlton Building Heliport,heliport,44.0182991027832,-92.45179748535156,Rochester,MN,1166,Rochester,MN
2MN8,Trygstad Airport,small_airport,43.99610137939453,-92.33570098876952,Rochester,MN,1166,Rochester,MN
US-6495,Rogers Airport,closed,44.08239,-92.36732,Rochester,MN,1166,Rochester,MN
99MN,St Mary's Hospital Heliport,heliport,44.019798278808594,-92.48310089111328,Rochester,MN,1166,Rochester,MN
KJEF,Jefferson City Memorial Airport,small_airport,38.5912017822,-92.1560974121,Jefferson City,MO,1486,Jefferson City,MO
KDMO,Sedalia Memorial Airport,small_airport,38.70740127559999,-93.1759033203,Sedalia,MO,14938,Sedalia,MO
KCBK,Shalz Field,small_airport,39.42750168,-101.0469971,Colby,KS,1126,Colby,KS
KMGG,Maple Lake Municipal Airport,small_airport,45.23600006103516,-93.98560333251952,Maple Lake,MN,10464,Maple Lake,MN
KICL,Schenck Field,small_airport,40.72180176,-95.02639771,Clarinda,IA,1299,Clarinda,IA
KVER,Jesse Viertel Memorial Airport,small_airport,38.94670104980469,-92.68270111083984,Boonville,MO,1417,Boonville,MO
KMSY,Louis Armstrong New Orleans International Airport,large_airport,29.99340057373047,-90.25800323486328,New Orleans,LA,2205,New Orleans,LA
KNEW,Lakefront Airport,medium_airport,30.042400360107,-90.028297424316,New Orleans,LA,2205,New Orleans,LA
LA03,LSU University Hospital Heliport,closed,29.956444,-90.084969,New Orleans,LA,2205,New Orleans,LA
US-4999,Tulane Medical Center Heliport,heliport,29.95573,-90.07636,New Orleans,LA,2205,New Orleans,LA
7N0,New Orleans Downtown Heliport,heliport,29.952649,-90.08256,New Orleans,LA,2205,New Orleans,LA
52LA,One Shell Square Emergency Heliport,closed,29.950199,-90.0709,New Orleans,LA,2205,New Orleans,LA
LS05,Troop B Heliport,closed,29.998501,-90.116699,New Orleans,LA,2205,New Orleans,LA
LS24,Touro Infirmary Heliport,heliport,29.926818,-90.093226,New Orleans,LA,2205,New Orleans,LA
6LA0,Jackson Barracks Heliport,heliport,29.953501,-90.009499,New Orleans,LA,2205,New Orleans,LA
LA89,Southern Baptist Hospital Heliport,heliport,29.937400817871094,-90.10399627685548,New Orleans,LA,2205,New Orleans,LA
7LS6,Avondale Heliport,heliport,29.924400329589844,-90.18920135498048,New Orleans,LA,2205,New Orleans,LA
KNBG,New Orleans NAS JRB/Alvin Callender Field,medium_airport,29.82530022,-90.03500366,New Orleans,LA,2205,New Orleans,LA
LA80,Popeyes Heliport,heliport,29.968299865722656,-90.18229675292967,New Orleans,LA,2205,New Orleans,LA
48LA,Chevron Place Heliport,heliport,29.952999114990234,-90.0730972290039,New Orleans,LA,2205,New Orleans,LA
US-4866,University Medical Center New Orleans Heliport,heliport,29.959248,-90.082596,New Orleans,LA,2205,New Orleans,LA
LS33,Sun Drilling Products Heliport,closed,29.8985,-89.990601,New Orleans,LA,2205,New Orleans,LA
LA93,Children's Hospital Heliport,heliport,29.916927,-90.127931,New Orleans,LA,2205,New Orleans,LA
5LA9,P.H.I. Heliport,closed,29.943001,-90.185097,New Orleans,LA,2205,New Orleans,LA
MU02,C.E.F. Airport,small_airport,38.80979919433594,-91.10350036621094,Warrenton,MO,1138,Warrenton,MO
MU18,Stark Airport,small_airport,38.78103,-91.16451,Warrenton,MO,1138,Warrenton,MO
2MO7,Fawn Lake Airport,small_airport,38.873926,-91.089879,Warrenton,MO,1138,Warrenton,MO
KGCM,Claremore Regional Airport,small_airport,36.292701721191406,-95.47959899902344,Claremore,OK,1142,Claremore,OK
KSGF,Springfield Branson National Airport,medium_airport,37.245701,-93.388603,Springfield,MO,1144,Springfield,MO
81MU,Mercy Hospital Springfield Heliport,heliport,37.179464,-93.27601,Springfield,MO,1144,Springfield,MO
KHUM,Houma Terrebonne Airport,small_airport,29.5664997101,-90.6604003906,Houma,LA,1147,Houma,LA
KFSD,Sioux Falls Regional Airport / Joe Foss Field,medium_airport,43.585463,-96.741152,Sioux Falls,SD,1149,Sioux Falls,SD
KGGI,Grinnell Regional Airport,small_airport,41.70991,-92.736052,Grinnell,IA,1212,Grinnell,IA
KEBS,Webster City Municipal Airport,small_airport,42.43659973,-93.86889648,Webster City,IA,8135,Webster City,IA
KPUB,Pueblo Memorial Airport,medium_airport,38.289101,-104.497002,Pueblo,CO,1157,Pueblo,CO
48MN,Northfield Hospital Heliport,heliport,44.474155,-93.191925,Northfield,MN,1158,Northfield,MN
KMJQ,Jackson Municipal Airport,small_airport,43.650001525878906,-94.98650360107422,Jackson,MN,1402,Jackson,MN
KONA,Winona Municipal-Max Conrad Field,small_airport,44.07720184,-91.70829773,Winona,MN,1183,Winona,MN
KBWP,Harry Stern Airport,small_airport,46.2440986633,-96.6073989868,Wahpeton,ND,13815,Wahpeton,ND
TX90,Flight Safety Texas Heliport,closed,32.802101,-97.183296,Hurst,TX,1164,Hurst,TX
0TE2,Bell Helicopter Hurst Heliport,heliport,32.80009841918945,-97.16699981689452,Hurst,TX,1164,Hurst,TX
KCAV,Clarion Municipal Airport,small_airport,42.74190139770508,-93.75890350341795,Clarion,IA,13759,Clarion,IA
KTXK,Texarkana Regional Airport (Webb Field),medium_airport,33.453701,-93.990997,Texarkana,AR,8104,Texarkana,AR
MO07,Adventures Aloft Airport,small_airport,38.872501373291016,-91.30020141601562,Jonesburg,MO,1170,Jonesburg,MO
55MO,Tightsqueeze Field,small_airport,38.87229919433594,-91.26020050048828,Jonesburg,MO,1170,Jonesburg,MO
KINJ,Hillsboro Municipal Airport,small_airport,32.0835,-97.097198,Hillsboro,TX,1173,Hillsboro,TX
4CO8,Kelgun Airport,small_airport,39.30690002441406,-104.81600189208984,Castle Rock,CO,1096,Castle Rock,CO
84CO,Rampart Heliport,heliport,39.344239,-104.841906,Castle Rock,CO,1096,Castle Rock,CO
US-5786,Denver-Douglas Airport,closed,39.417,-104.881,Castle Rock,CO,1096,Castle Rock,CO
KRCX,Rusk County Airport,small_airport,45.49679946899414,-91.00050354003906,Ladysmith,WI,1619,Ladysmith,WI
K4V1,Spanish Peaks Airfield,small_airport,37.696602,-104.783997,Walsenburg,CO,1182,Walsenburg,CO
64CO,Cholla Airport,closed,37.755556,-104.756389,Walsenburg,CO,1182,Walsenburg,CO
CD48,Cuchara Ranch Airport,small_airport,37.786399841308594,-104.59400177001952,Walsenburg,CO,1182,Walsenburg,CO
KBAD,Barksdale Air Force Base,medium_airport,32.501801,-93.662697,Bossier City,LA,1186,Bossier City,LA
KHDC,Hammond Northshore Regional Airport,small_airport,30.52160072,-90.41840363,Hammond,LA,1470,Hammond,LA
KDBQ,Dubuque Regional Airport,medium_airport,42.402,-90.709503,Dubuque,IA,1189,Dubuque,IA
KGXY,Greeley–Weld County Airport,small_airport,40.4374008179,-104.633003235,Greeley,CO,1524,Greeley,CO
KLIC,Limon Municipal Airport,small_airport,39.2747993469,-103.666000366,Limon,CO,1755,Limon,CO
KPRO,Perry Municipal Airport,small_airport,41.82799911,-94.15989685,Perry,IA,14314,Perry,IA
KBNW,Boone Municipal Airport,small_airport,42.0495986938,-93.8476028442,Boone,IA,1347,Boone,IA
KITR,Kit Carson County Airport,small_airport,39.24250030517578,-102.28500366210938,Burlington,CO,12246,Burlington,CO
KFOD,Fort Dodge Regional Airport,medium_airport,42.55149841,-94.19259644,Fort Dodge,IA,1197,Fort Dodge,IA
KBTA,Blair Municipal Airport,small_airport,41.41809844970703,-96.11360168457033,Blair,NE,6570,Blair,NE
KLWC,Lawrence Municipal Airport,small_airport,39.01119995,-95.21659851,Lawrence,KS,1201,Lawrence,KS
KDZB,Horseshoe Bay Resort Airpark,small_airport,30.52709961,-98.35870361,Horseshoe Bay,TX,13960,Horseshoe Bay,TX
KHYI,San Marcos Regional Airport,medium_airport,29.8927,-97.862999,San Marcos,TX,1213,San Marcos,TX
KFBL,Faribault Municipal Airport-Liz Wall Strohfus Field,small_airport,44.32844,-93.312534,Faribault,MN,1272,Faribault,MN
KTWM,Richard B Helgeson Airport,small_airport,47.04919815,-91.74510193,Two Harbors,MN,1217,Two Harbors,MN
KLYV,Quentin Aanenson Field,small_airport,43.621200561523,-96.215797424316,Luverne,MN,1223,Luverne,MN
KBPG,Big Spring Mc Mahon-Wrinkle Airport,small_airport,32.212601,-101.522003,Big Spring,TX,1225,Big Spring,TX
KCBG,Cambridge Municipal Airport,small_airport,45.557498931884766,-93.26419830322266,Cambridge,MN,1341,Cambridge,MN
KCNU,Chanute Martin Johnson Airport,medium_airport,37.668173,-95.486727,Chanute,KS,1232,Chanute,KS
KPPF,Tri-City Airport,small_airport,37.32989883,-95.5062027,Parsons,KS,10687,Parsons,KS
KLMO,Vance Brand Airport,small_airport,40.1637001,-105.163002,Longmont,CO,1248,Longmont,CO
KATS,Artesia Municipal Airport,small_airport,32.8525009155,-104.468002319,Artesia,NM,1237,Artesia,NM
KADH,Ada Regional Airport,small_airport,34.805214,-96.671988,Ada,OK,1808,Ada,OK
KEND,Vance Air Force Base,medium_airport,36.339199,-97.916496,Enid,OK,1243,Enid,OK
KWDG,Enid Woodring Regional Airport,small_airport,36.3791999817,-97.7910995483,Enid,OK,1243,Enid,OK
US-0531,Sowieja Airport,closed,44.6344106,-93.072436,Farmington,MN,1345,Farmington,MN
MN46,Lucht Field,closed,44.603954,-93.094505,Farmington,MN,1345,Farmington,MN
KGYL,Glencoe Municipal Airport,small_airport,44.75600051879883,-94.0811996459961,Glencoe,MN,1786,Glencoe,MN
SN54,Overland Park Regional Medical Center Heliport,heliport,38.936905,-94.725906,Overland Park,KS,894,Overland Park,KS
KFSW,Fort Madison Municipal Airport,small_airport,40.659113,-91.327763,Fort Madison,IA,1249,Fort Madison,IA
KOWP,William R. Pogue Municipal Airport,small_airport,36.1753006,-96.15180206,Sand Springs,OK,1487,Sand Springs,OK
KABI,Abilene Regional Airport,medium_airport,32.4113006592,-99.6819000244,Abilene,TX,1253,Abilene,TX
KDYS,Dyess Air Force Base,medium_airport,32.420799,-99.854599,Abilene,TX,1253,Abilene,TX
KESF,Esler Army Airfield / Esler Regional Airport,medium_airport,31.394266,-92.294082,Alexandria,LA,9751,Alexandria,LA
KAEX,Alexandria International Airport,medium_airport,31.3274,-92.549797,Alexandria,LA,9751,Alexandria,LA
KLVS,Las Vegas Municipal Airport,medium_airport,35.654202,-105.141998,Las Vegas,NM,13123,Las Vegas,NM
KOCH,A L Mangham Jr. Regional Airport,small_airport,31.57799911,-94.70950317,Nacogdoches,TX,1259,Nacogdoches,TX
KDVN,Davenport Municipal Airport,small_airport,41.610432,-90.589693,Davenport,IA,1260,Davenport,IA
KMHK,Manhattan Regional Airport,medium_airport,39.14099884033203,-96.6707992553711,Manhattan,KS,1435,Manhattan,KS
KODO,Odessa Schlemeyer Field,small_airport,31.920600891113,-102.3870010376,Odessa,TX,1274,Odessa,TX
KSRE,Seminole Municipal Airport,small_airport,35.27470016479492,-96.67520141601562,Seminole,OK,1620,Seminole,OK
KVKS,Vicksburg Municipal Airport,small_airport,32.23929977417,-90.928398132324,Vicksburg,MS,1277,Vicksburg,MS
K1R7,Brookhaven-Lincoln County Airport,small_airport,31.6058006287,-90.4093017578,Brookhaven,MS,1278,Brookhaven,MS
13MN,Melby Airport,closed,46.1008,-95.831398,Ashby,MN,1368,Ashby,MN
KLNR,Tri-County Regional Airport,small_airport,43.2117004395,-90.181602478,Lone Rock,WI,16732,Lone Rock,WI
0MN2,Grindstone Lake Seaplane Base,seaplane_base,46.13330078125,-93.00299835205078,Sandstone,MN,1286,Sandstone,MN
KPNM,Princeton Municipal Airport,small_airport,45.55989838,-93.60820007,Princeton,MN,1790,Princeton,MN
KERV,Kerrville Municipal Louis Schreiner Field,small_airport,29.9766998291,-99.0857009888,Kerrville,TX,15641,Kerrville,TX
KCQB,Chandler Regional Airport,small_airport,35.72380065917969,-96.82029724121094,Chandler,OK,1294,Chandler,OK
K1F0,Ardmore Downtown Executive Airport,small_airport,34.1469993591,-97.1227035522,Ardmore,OK,1420,Ardmore,OK
KADM,Ardmore Municipal Airport,small_airport,34.30301,-97.0196342,Ardmore,OK,1420,Ardmore,OK
KIFA,Iowa Falls Municipal Airport,small_airport,42.4707984924,-93.2699966431,Iowa Falls,IA,1867,Iowa Falls,IA
SD40,Rapid City Regional Hospital Heliport,heliport,44.05780029296875,-103.22599792480467,Rapid City,SD,1315,Rapid City,SD
KRAP,Rapid City Regional Airport,medium_airport,44.0452995300293,-103.05699920654295,Rapid City,SD,1315,Rapid City,SD
KVOK,Volk Field,medium_airport,43.938999176025,-90.253402709961,Camp Douglas,WI,4976,Camp Douglas,WI
MY44,Rice Memorial Hospital Heliport,heliport,45.12009811401367,-95.04660034179688,Willmar,MN,1319,Willmar,MN
BDH,Willmar Municipal Airport John L Rice Field (2006),small_airport,45.117552,-95.132259,Willmar,MN,1319,Willmar,MN
KILL,Willmar Municipal Airport John L Rice Field (1934),closed,45.115121,-95.089131,Willmar,MN,1319,Willmar,MN
KRGK,Red Wing Regional Airport,small_airport,44.589401,-92.485001,Red Wing,MN,1670,Red Wing,MN
KOVL,Olivia Regional Airport,small_airport,44.77859878540039,-95.03279876708984,Olivia,MN,12305,Olivia,MN
KF24,Minden Airport,small_airport,32.646,-93.298103,Minden,LA,1336,Minden,LA
90LA,Sharp Field,small_airport,32.61389923095703,-93.32360076904295,Minden,LA,1336,Minden,LA
KLRD,Laredo International Airport,medium_airport,27.543800354003903,-99.46160125732422,Laredo,TX,1339,Laredo,TX
KECU,Edwards County Airport,small_airport,29.9468994140625,-100.17400360107422,Rocksprings,TX,1340,Rocksprings,TX
KCLK,Clinton Regional Airport,small_airport,35.53829956,-98.93270111,Clinton,OK,1346,Clinton,OK
KCSM,Clinton Sherman Airport,small_airport,35.3398017883,-99.2005004883,Clinton,OK,1346,Clinton,OK
75K,Bethany Memorial Airport,small_airport,40.27690124511719,-94.00769805908205,Bethany,MO,6571,Bethany,MO
MO53,Meadows Airport,small_airport,40.23329925537109,-93.93360137939452,Bethany,MO,6571,Bethany,MO
KCCY,Northeast Iowa Regional Airport,medium_airport,43.0726013184,-92.6108016968,Charles City,IA,14681,Charles City,IA
KGLE,Gainesville Municipal Airport,small_airport,33.651401519800004,-97.1969985962,Gainesville,TX,8141,Gainesville,TX
KFRM,Fairmont Municipal Airport,small_airport,43.643901825,-94.4156036377,Fairmont,MN,10829,Fairmont,MN
KDKR,Houston County Airport,small_airport,31.306999,-95.403801,Crockett,TX,11901,Crockett,TX
KPBH,Price County Airport,small_airport,45.70899963378906,-90.40249633789062,Phillips,WI,4996,Phillips,WI
KALO,Waterloo Regional Airport,medium_airport,42.55709838867188,-92.40029907226562,Waterloo,IA,1561,Waterloo,IA
KLRJ,Le Mars Municipal Airport,small_airport,42.77799988,-96.1937027,Le Mars,IA,1385,Le Mars,IA
KMUT,Muscatine Municipal Airport,small_airport,41.367803,-91.148201,Muscatine,IA,1387,Muscatine,IA
WY59,Two Bar Ranch Airport,small_airport,41.933365,-105.090824,Wheatland,WY,1392,Wheatland,WY
KEAN,Phifer Airfield,small_airport,42.0555,-104.929001,Wheatland,WY,1392,Wheatland,WY
WY25,Snell - North Laramie River Airport,small_airport,42.14207,-104.9402,Wheatland,WY,1392,Wheatland,WY
US-2439,Hagemeisters Twin Pine Ranch Airport,closed,42.32912,-105.25283,Wheatland,WY,1392,Wheatland,WY
KTAD,Perry Stokes Airport,small_airport,37.2593994141,-104.341003418,Trinidad,CO,1662,Trinidad,CO
KTKC,Tracy Municipal Airport,small_airport,44.24909973144531,-95.6072998046875,Tracy,MN,1399,Tracy,MN
KBRL,Southeast Iowa Regional Airport,medium_airport,40.783199310302734,-91.12550354003906,Burlington,IA,14278,Burlington,IA
KFXY,Forest City Municipal Airport,small_airport,43.23469925,-93.62409973,Forest City,IA,1650,Forest City,IA
KAUM,Austin Municipal Airport,small_airport,43.66500092,-92.93340302,Austin,MN,1415,Austin,MN
KTCC,Tucumcari Municipal Airport,medium_airport,35.182800293,-103.602996826,Tucumcari,NM,11290,Tucumcari,NM
US-4712,Bar B Ranch Airport,closed,34.85378,-103.76616,Tucumcari,NM,11290,Tucumcari,NM
KM16,John Bell Williams Airport,small_airport,32.30329895,-90.40850067,Raymond,MS,12241,Raymond,MS
KUXL,Southland Field,small_airport,30.13139915,-93.37609863,Sulphur,LA,1807,Sulphur,LA
KSDY,Sidney - Richland Regional Airport,medium_airport,47.706902,-104.193001,Sidney,MT,10680,Sidney,MT
KHDE,Brewster Field,small_airport,40.452099,-99.336502,Holdrege,NE,11363,Holdrege,NE
KAMA,Rick Husband Amarillo International Airport,medium_airport,35.219398,-101.706001,Amarillo,TX,1433,Amarillo,TX
KMXO,Monticello Regional Airport,small_airport,42.22040176,-91.16329956,Monticello,IA,14008,Monticello,IA
KFST,Fort Stockton Pecos County Airport,medium_airport,30.9157009125,-102.916000366,Fort Stockton,TX,1437,Fort Stockton,TX
KMDD,Midland Airpark,small_airport,32.0364990234,-102.100997925,Midland,TX,1447,Midland,TX
KPEA,Pella Municipal Airport,small_airport,41.40010070800781,-92.9458999633789,Pella,IA,13943,Pella,IA
KRNV,Cleveland Municipal Airport,small_airport,33.76110077,-90.75789642,Cleveland,MS,8636,Cleveland,MS
KLIT,Bill & Hillary Clinton National Airport/Adams Field,medium_airport,34.729582,-92.223728,Little Rock,AR,1753,Little Rock,AR
6AR6,Two Rivers Airport,closed,34.840599,-92.441704,Little Rock,AR,1753,Little Rock,AR
6AR7,Arkansas Heart Hospital Heliport,heliport,34.739540100097656,-92.39276123046876,Little Rock,AR,1753,Little Rock,AR
5AR5,Baptist Health Extended Care Heliport,heliport,34.744495,-92.38053,Little Rock,AR,1753,Little Rock,AR
02AR,Three Rivers Airport,closed,34.822445,-92.44442,Little Rock,AR,1753,Little Rock,AR
AR90,Stephens Heliport,heliport,34.73649978637695,-92.50879669189452,Little Rock,AR,1753,Little Rock,AR
AR29,UAMS Bravo Heliport,heliport,34.749942,-92.320148,Little Rock,AR,1753,Little Rock,AR
AR45,CHI Saint Vincent Infirmary Heliport,heliport,34.750433,-92.340699,Little Rock,AR,1753,Little Rock,AR
KMFI,Marshfield Municipal Airport,small_airport,44.6369018555,-90.1893005371,Marshfield,WI,4585,Marshfield,WI
KROW,Roswell Air Center Airport,medium_airport,33.301601,-104.530998,Roswell,NM,1468,Roswell,NM
KSTK,Sterling Municipal Airport,small_airport,40.613497,-103.263833,Sterling,CO,1469,Sterling,CO
K3R7,Jennings Airport,small_airport,30.242700576782227,-92.67340087890624,Jennings,LA,1691,Jennings,LA
KMPZ,Mount Pleasant Municipal Airport,small_airport,40.94660187,-91.51110077,Mount Pleasant,IA,8115,Mount Pleasant,IA
KPEZ,Pleasanton Municipal Airport,small_airport,28.954200744628903,-98.5199966430664,Pleasanton,TX,1693,Pleasanton,TX
KTIF,Thomas County Airport,small_airport,41.96220016,-100.5690002,Thedford,NE,1481,Thedford,NE
KPEQ,Pecos Municipal Airport,small_airport,31.382400512695,-103.51100158691,Pecos,TX,1482,Pecos,TX
KGGG,East Texas Regional Airport,medium_airport,32.38399887084961,-94.71150207519533,Longview,TX,8952,Longview,TX
KMCB,McComb-Pike County Airport / John E Lewis Field,medium_airport,31.178499,-90.471901,McComb,MS,1484,McComb,MS
KMLU,Monroe Regional Airport,medium_airport,32.510899,-92.037697,Monroe,LA,1488,Monroe,LA
